100
200
0,-0.039524,-0.0746685,-0.14087,
-0.000370739,-0.0355716,-0.0680167,-0.133203,
-0.000741477,-0.0316192,-0.0613649,-0.125535,
-0.00111222,-0.0276668,-0.0547132,-0.117868,
-0.00148295,-0.0237144,-0.0480614,-0.110201,
-0.00185369,-0.019762,-0.0414096,-0.102534,
-0.00222443,-0.0158096,-0.0347578,-0.0948664,
-0.00259517,-0.0118572,-0.0281061,-0.0871991,
-0.00296591,-0.0079048,-0.0214543,-0.0795318,
-0.00333665,-0.0039524,-0.0148025,-0.0718646,
0,0.0816691,-0.0641973,0.0723957,
0.0039524,0.0735022,-0.05653,0.0627016,
0.0079048,0.0653353,-0.0488627,0.0530075,
0.0118572,0.0571684,-0.0411955,0.0433134,
0.0158096,0.0490014,-0.0335282,0.0336193,
0.019762,0.0408345,-0.0258609,0.0239252,
0.0237144,0.0326676,-0.0181936,0.0142312,
0.0276668,0.0245007,-0.0105264,0.00453707,
0.0316192,0.0163338,-0.00285908,-0.00515702,
0.0355716,0.00816691,0.00480819,-0.0148511,
0,0.0488957,-0.0245452,-0.0809093,
-0.00816691,0.0440061,-0.0342393,-0.0826634,
-0.0163338,0.0391165,-0.0439334,-0.0844174,
-0.0245007,0.034227,-0.0536275,-0.0861714,
-0.0326676,0.0293374,-0.0633215,-0.0879255,
-0.0408345,0.0244478,-0.0730156,-0.0896795,
-0.0490014,0.0195583,-0.0827097,-0.0914335,
-0.0571684,0.0146687,-0.0924038,-0.0931876,
-0.0653353,0.00977913,-0.102098,-0.0949416,
-0.0735022,0.00488957,-0.111792,-0.0966956,
-0.0816691,2.71425e-17,-0.121486,-0.0984497,
-0.00488957,-0.0831234,-0.100204,0.0860759,
-0.00977913,-0.0738874,-0.101958,0.0760833,
-0.0146687,-0.0646515,-0.103712,0.0660908,
-0.0195583,-0.0554156,-0.105466,0.0560982,
-0.0244478,-0.0461796,-0.10722,0.0461057,
-0.0293374,-0.0369437,-0.108974,0.0361131,
-0.034227,-0.0277078,-0.110728,0.0261205,
-0.0391165,-0.0184719,-0.112482,0.016128,
-0.0440061,-0.00923593,-0.114236,0.00613543,
0,0.0839578,-0.00385713,-0.0486572,
0.00923593,0.075562,-0.0138497,-0.0528637,
0.0184719,0.0671662,-0.0238422,-0.0570702,
0.0277078,0.0587704,-0.0338348,-0.0612767,
0.0369437,0.0503747,-0.0438274,-0.0654832,
0.0461796,0.0419789,-0.0538199,-0.0696897,
0.0554156,0.0335831,-0.0638125,-0.0738962,
0.0646515,0.0251873,-0.073805,-0.0781027,
0.0738874,0.0167916,-0.0837976,-0.0823092,
0.0831234,0.00839578,-0.0937902,-0.0865157,
0,-0.0226772,-0.0907223,0.102467,
-0.00839578,-0.0204094,-0.0949288,0.102217,
-0.0167916,-0.0181417,-0.0991353,0.101967,
-0.0251873,-0.015874,-0.103342,0.101717,
-0.0335831,-0.0136063,-0.107548,0.101468,
-0.0419789,-0.0113386,-0.111755,0.101218,
-0.0503747,-0.00907086,-0.115961,0.100968,
-0.0587704,-0.00680315,-0.120168,0.100718,
-0.0671662,-0.00453543,-0.124374,0.100468,
-0.075562,-0.00226772,-0.128581,0.100219,
-0.0839578,-2.51767e-17,-0.132787,0.0999688,
0.00226772,0.0490997,0.099719,0.134247,
0.00453543,0.0436442,0.0994692,0.127084,
0.00680315,0.0381887,0.0992194,0.119921,
0.00907086,0.0327331,0.0989697,0.112758,
0.0113386,0.0272776,0.0987199,0.105596,
0.0136063,0.0218221,0.0984701,0.0984331,
0.015874,0.0163666,0.0982203,0.0912704,
0.0181417,0.010911,0.0979705,0.0841077,
0.0204094,0.00545552,0.0977207,0.076945,
0,0.0324603,0.0697822,-0.103928,
-0.00545552,0.0292143,0.0626195,-0.103528,
-0.010911,0.0259683,0.0554568,-0.103127,
-0.0163666,0.0227222,0.0482941,-0.102726,
-0.0218221,0.0194762,0.0411314,-0.102325,
-0.0272776,0.0162302,0.0339687,-0.101924,
-0.0327331,0.0129841,0.026806,-0.101523,
-0.0381887,0.0097381,0.0196433,-0.101122,
-0.0436442,0.00649207,0.0124806,-0.100721,
-0.0490997,0.00324603,0.00531787,-0.10032,
0,0.0979119,-0.0999196,0.0143948,
-0.00324603,0.0881207,-0.0995187,0.0207094,
-0.00649207,0.0783296,-0.0991179,0.027024,
-0.0097381,0.0685384,-0.098717,0.0333386,
-0.0129841,0.0587472,-0.0983161,0.0396532,
-0.0162302,0.048956,-0.0979152,0.0459678,
-0.0194762,0.0391648,-0.0975144,0.0522824,
-0.0227222,0.0293736,-0.0971135,0.058597,
-0.0259683,0.0195824,-0.0967126,0.0649116,
-0.0292143,0.00979119,-0.0963117,0.0712262,
0,0.0852893,0.0775408,0.0235549,
-0.00979119,0.0767603,0.0838554,0.0293494,
-0.0195824,0.0682314,0.09017,0.035144,
-0.0293736,0.0597025,0.0964846,0.0409385,
-0.0391648,0.0511736,0.102799,0.0467331,
-0.048956,0.0426446,0.109114,0.0525276,
-0.0587472,0.0341157,0.115428,0.0583222,
-0.0685384,0.0255868,0.121743,0.0641167,
-0.0783296,0.0170579,0.128058,0.0699113,
-0.0881207,0.00852893,0.134372,0.0757058,
0,-0.082291,0.0815004,-0.0446215,
-0.00852893,-0.0740619,0.087295,-0.0491003,
-0.0170579,-0.0658328,0.0930895,-0.0535791,
-0.0255868,-0.0576037,0.0988841,-0.0580578,
-0.0341157,-0.0493746,0.104679,-0.0625366,
-0.0426446,-0.0411455,0.110473,-0.0670154,
-0.0511736,-0.0329164,0.116268,-0.0714942,
-0.0597025,-0.0246873,0.122062,-0.075973,
-0.0682314,-0.0164582,0.127857,-0.0804518,
-0.0767603,-0.0082291,0.133651,-0.0849306,
0,-0.00792181,-0.0894094,0.104042,
0.0082291,-0.00712963,-0.0938882,0.0940502,
0.0164582,-0.00633745,-0.098367,0.0840587,
0.0246873,-0.00554527,-0.102846,0.0740672,
0.0329164,-0.00475309,-0.107325,0.0640758,
0.0411455,-0.00396091,-0.111803,0.0540843,
0.0493746,-0.00316872,-0.116282,0.0440928,
0.0576037,-0.00237654,-0.120761,0.0341013,
0.0658328,-0.00158436,-0.12524,0.0241098,
0.0740619,-0.000792181,-0.129719,0.0141184,
0.082291,-1.759e-17,-0.134197,0.00412687,
0.000792181,0.0797525,-0.00586461,-0.11852,
0.00158436,0.0708911,-0.0158561,-0.109109,
0.00237654,0.0620297,-0.0258476,-0.0996984,
0.00316872,0.0531684,-0.0358391,-0.0902878,
0.00396091,0.044307,-0.0458305,-0.0808772,
0.00475309,0.0354456,-0.055822,-0.0714666,
0.00554527,0.0265842,-0.0658135,-0.0620561,
0.00633745,0.0177228,-0.075805,-0.0526455,
0.00712963,0.00886139,-0.0857965,-0.0432349,
0,-0.0274317,-0.0338243,-0.137345,
-0.00886139,-0.0246885,-0.0244137,-0.132163,
-0.0177228,-0.0219453,-0.0150031,-0.126982,
-0.0265842,-0.0192022,-0.00559252,-0.1218,
-0.0354456,-0.016459,0.00381807,-0.116618,
-0.044307,-0.0137158,0.0132287,-0.111436,
-0.0531684,-0.0109727,0.0226392,-0.106254,
-0.0620297,-0.0082295,0.0320498,-0.101073,
-0.0708911,-0.00548634,0.0414604,-0.0958909,
-0.0797525,-0.00274317,0.050871,-0.0907091,
0,-0.0568584,-0.0855273,-0.0583821,
0.00274317,-0.0511725,-0.0803456,-0.0619034,
0.00548634,-0.0454867,-0.0751638,-0.0654247,
0.0082295,-0.0398009,-0.069982,-0.068946,
